,Age,DailyRate,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,Attrition,Gender,OverTime,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single
1529,37,1115,1,4,1530,1,51,2,2,3,2689,1,18,3,1,2,4,7,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1530,32,427,1,3,1531,1,33,3,2,4,10877,1,22,2,1,3,3,9,7,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1531,38,653,29,5,1532,4,50,3,2,4,5456,1,11,4,0,2,3,10,9,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1532,50,989,7,2,1533,2,43,2,5,3,16701,5,12,4,1,2,2,27,13,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1533,59,1435,25,3,1534,1,99,3,3,1,2354,7,11,4,0,3,2,21,7,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1534,36,1223,8,3,1535,3,59,3,3,3,8202,1,13,2,3,2,3,17,12,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1535,55,836,8,3,1536,4,33,3,4,3,19730,2,14,3,3,2,3,5,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1536,36,1195,11,3,1537,2,95,2,2,2,22656,1,13,3,0,3,3,6,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1537,45,1339,7,3,1538,2,59,3,3,1,18787,2,17,3,1,2,3,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1538,35,664,1,3,1539,2,79,3,1,1,5868,4,13,4,1,2,2,3,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1539,36,318,9,3,1540,4,79,2,1,3,21777,0,17,1,1,0,2,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1540,59,1225,1,1,1541,1,57,2,2,3,24668,7,11,4,0,2,2,4,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1541,29,1328,2,3,1542,3,76,3,1,2,4956,0,23,4,1,3,3,5,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1542,31,1082,1,4,1543,3,87,3,1,2,18775,1,17,2,0,4,3,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1543,32,548,1,3,1544,2,66,3,2,2,7346,1,17,2,2,3,3,10,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1544,36,132,6,3,1545,2,55,4,1,4,22002,3,12,2,0,3,3,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1545,31,746,8,4,1546,3,61,3,2,4,20682,1,23,4,0,2,3,11,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1546,35,776,1,4,1547,3,32,2,2,1,23016,0,14,2,0,2,3,15,2,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1547,45,193,6,4,1548,4,52,3,3,1,15067,4,14,2,0,3,4,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1548,37,397,7,4,1549,1,30,3,3,3,25258,4,13,1,0,3,4,5,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1549,46,945,5,2,1550,2,80,3,2,2,10425,8,22,4,1,2,3,4,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1550,30,852,1,1,1551,4,55,2,2,4,15998,1,12,3,2,1,2,10,3,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1551,35,1214,1,3,1552,2,30,2,1,3,26278,1,18,1,0,3,3,6,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1552,55,111,1,2,1553,1,70,3,3,4,18092,3,14,4,1,4,3,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1553,38,573,6,3,1554,2,79,1,2,4,15717,7,12,4,3,3,3,13,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1554,34,1153,1,2,1555,1,94,3,2,2,17736,1,15,3,0,2,3,5,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1555,56,1400,7,3,1556,4,49,1,3,4,21698,4,11,1,0,3,2,6,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1556,23,541,2,1,1557,3,62,3,1,1,9518,3,13,3,1,3,3,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1557,51,432,9,4,1558,4,96,3,1,4,18725,3,23,2,2,4,3,4,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1558,30,288,2,3,1559,3,99,2,2,4,15830,1,19,1,3,3,3,11,10,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1559,46,669,9,2,1560,3,64,2,3,4,13596,1,16,4,0,3,3,9,4,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1560,40,530,1,4,1561,3,78,2,4,2,14115,1,22,4,1,3,2,22,11,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1561,51,632,21,4,1562,3,71,3,2,4,8423,0,22,4,0,2,1,10,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1562,30,1334,4,2,1563,3,63,2,2,2,19760,1,12,2,3,4,2,11,2,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1563,46,638,1,3,1564,3,40,2,3,1,3142,2,13,3,1,5,2,10,9,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1564,32,1093,6,4,1565,2,87,3,2,3,24301,1,16,1,0,0,3,11,5,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1565,54,1217,2,4,1566,1,60,3,3,3,24001,9,12,1,1,5,1,4,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1566,24,1353,3,2,1567,1,33,3,2,3,17519,0,21,1,1,2,2,3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1567,28,120,4,3,1568,2,43,3,2,3,8863,1,15,2,0,3,4,5,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1568,58,682,10,4,1569,4,37,3,4,3,24409,0,13,3,0,1,2,37,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1569,44,489,23,3,1570,2,67,3,2,2,25043,4,12,3,1,3,4,3,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1570,37,807,6,4,1571,3,63,3,1,1,23648,4,22,4,0,3,3,3,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1571,32,827,1,1,1572,4,71,3,1,1,15178,1,13,4,0,2,3,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1572,20,871,6,3,1573,4,66,2,1,4,19783,1,18,2,0,5,3,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1573,34,665,6,4,1574,1,41,3,2,3,12482,1,14,3,0,3,3,16,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1574,37,1040,2,2,1575,3,100,2,2,4,15850,5,14,4,1,2,4,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1575,59,1420,2,4,1576,3,32,2,5,4,21922,9,21,4,1,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1576,50,1115,1,3,1577,1,73,3,5,2,9755,3,19,1,0,1,2,8,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1577,25,240,5,3,1578,3,46,2,2,3,26959,1,11,4,0,1,3,6,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1578,25,1280,7,1,1579,4,64,2,1,4,26897,1,11,3,2,2,3,2,2,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1579,22,534,15,3,1580,2,59,3,1,4,23785,1,15,3,0,5,3,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1580,51,1456,1,4,1581,1,30,2,3,1,25796,3,20,3,0,1,2,13,12,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1581,34,658,7,3,1582,1,66,1,2,3,22887,1,24,4,0,3,3,9,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1582,54,142,26,3,1583,4,30,4,4,4,13871,2,12,3,0,3,3,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1583,24,1127,18,1,1584,2,52,3,1,3,13257,0,12,3,1,2,3,5,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1584,34,1031,6,4,1585,3,45,2,2,2,15000,6,15,3,1,3,3,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1585,37,1189,3,3,1586,3,87,3,3,4,14506,2,12,1,0,3,3,5,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1586,34,1354,5,3,1587,3,45,2,3,1,5615,2,12,4,0,6,3,11,5,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1587,36,1467,11,2,1588,2,92,3,3,4,22952,0,14,3,1,6,3,9,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1588,36,922,3,2,1589,1,39,3,1,4,2561,5,22,1,1,2,3,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1589,43,394,26,2,1590,3,92,3,4,4,19494,1,12,4,2,3,4,25,4,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1590,30,1312,23,3,1591,1,96,1,1,3,22310,1,25,3,3,2,2,10,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1591,33,750,22,2,1592,3,95,3,2,2,15480,0,13,1,1,2,4,7,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1592,56,441,14,4,1593,2,72,3,1,2,4510,9,18,1,3,2,3,5,4,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1593,51,684,6,3,1594,1,51,3,5,3,6462,7,13,3,0,5,3,20,15,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1594,31,249,6,4,1595,2,76,1,2,3,20739,4,18,2,0,3,2,7,7,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1595,26,841,6,3,1596,3,46,2,1,2,23300,1,19,3,0,3,2,5,4,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1596,58,147,23,4,1597,4,94,3,3,4,3465,1,12,4,1,3,2,40,15,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1597,19,528,22,1,1598,4,50,3,1,3,26820,1,19,4,0,2,2,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
1598,22,594,2,1,1599,3,100,3,1,4,19299,0,14,3,1,2,3,2,2,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1599,49,470,20,4,1600,3,96,3,2,1,5549,1,14,3,0,2,2,15,5,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1600,43,957,28,3,1601,2,72,4,1,3,16090,4,12,4,0,2,3,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1601,50,809,12,3,1602,3,77,3,3,4,6645,4,11,4,0,3,3,2,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1602,31,542,20,3,1603,2,71,1,2,3,24788,3,11,3,1,2,3,2,2,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1603,41,802,9,1,1604,3,96,3,3,3,21196,3,13,3,1,2,3,9,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1604,26,1355,25,1,1605,3,61,3,1,3,8916,1,23,4,1,3,3,8,5,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1605,36,216,6,2,1606,2,84,3,2,2,2819,6,20,4,2,0,3,3,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1606,51,1150,8,4,1607,1,53,1,3,4,25150,2,15,4,0,2,3,4,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1607,39,1329,4,4,1608,4,47,2,2,3,14590,4,14,3,1,1,4,15,5,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1608,25,959,28,3,1609,1,41,2,2,3,24835,2,18,4,0,3,3,2,2,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1609,30,1240,9,3,1610,3,48,3,2,4,13982,0,19,4,0,2,1,11,4,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1610,32,1033,9,3,1611,1,41,3,1,1,10224,7,22,1,0,2,4,5,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1611,45,1316,29,3,1612,3,83,3,1,4,9752,5,13,2,0,2,2,6,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1612,38,364,3,5,1613,4,32,3,2,3,2302,3,20,2,0,2,3,3,2,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1613,30,438,18,3,1614,1,75,3,1,3,23910,1,14,3,0,4,2,5,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1614,32,689,9,2,1615,4,35,1,2,4,22812,0,17,4,3,2,4,8,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1615,30,201,5,3,1616,4,84,3,1,1,10415,5,14,4,1,3,3,3,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1616,30,1427,2,1,1617,2,35,2,1,4,11162,0,13,4,0,3,3,5,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1617,41,857,10,3,1618,4,91,2,4,1,12888,4,13,2,1,2,2,7,7,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1618,41,933,9,4,1619,3,94,3,1,1,6961,2,21,4,1,2,3,5,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1619,19,1181,3,1,1620,2,79,3,1,2,16102,1,14,4,0,3,3,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1620,40,1395,26,3,1621,2,54,3,2,2,8504,1,11,1,1,2,3,20,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1621,35,662,1,5,1622,3,94,3,3,2,11439,1,13,1,2,3,3,10,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1622,53,1436,6,2,1623,2,34,3,2,3,16047,2,20,4,1,3,1,7,4,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1623,45,194,9,3,1624,2,60,3,2,2,10901,8,18,3,1,2,1,17,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1624,32,967,8,3,1625,2,43,3,3,4,15589,1,14,4,0,2,3,9,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1625,29,1496,1,1,1626,4,41,3,2,3,26283,1,13,1,1,1,3,10,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1626,51,1169,7,4,1627,2,34,2,2,3,13983,2,17,3,0,2,3,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1627,58,1145,9,3,1628,2,75,2,1,2,11873,4,20,2,1,3,2,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1628,40,630,4,4,1629,3,67,2,3,4,8552,7,11,1,1,2,2,12,2,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1629,34,303,2,4,1630,3,75,3,1,3,11314,6,18,4,1,3,3,4,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1630,22,1256,19,1,1631,3,80,3,1,4,11992,1,24,1,2,6,3,2,2,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1631,27,691,9,3,1632,4,57,3,1,2,5970,6,18,4,1,1,1,2,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1632,28,440,21,3,1633,3,42,3,1,4,6672,1,11,3,1,2,1,5,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1633,57,334,24,2,1634,3,83,4,3,4,23402,3,16,2,1,2,1,5,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1634,27,1450,3,3,1635,3,79,2,1,3,25326,1,15,4,1,2,2,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1635,50,1452,11,3,1636,3,53,3,5,2,17053,3,15,2,0,5,3,5,4,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1636,41,465,14,3,1637,1,56,3,1,3,4609,4,12,1,1,2,3,9,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1637,30,1339,5,3,1638,2,41,3,3,4,8053,2,12,3,1,2,3,10,7,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1638,38,702,1,4,1639,1,59,2,2,4,12930,4,22,3,0,2,4,8,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1639,32,120,6,5,1640,3,43,3,1,3,12430,3,20,1,0,2,3,5,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1640,27,1157,17,3,1641,3,51,3,1,2,13364,0,16,4,1,3,2,5,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1641,19,602,1,1,1642,3,100,1,1,1,20989,0,21,1,0,5,4,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1642,36,1480,3,2,1643,4,30,3,1,2,15062,4,12,3,0,3,2,8,7,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1643,30,111,9,3,1644,3,66,3,2,1,11012,1,11,3,2,4,3,12,6,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1644,45,1268,4,2,1645,3,30,3,2,1,6319,4,11,1,1,3,4,5,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1645,56,713,8,3,1646,3,67,3,1,1,13939,4,18,3,1,3,3,2,2,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1646,33,134,2,3,1647,3,90,3,1,4,10515,0,14,1,0,2,4,3,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1647,19,303,2,3,1648,2,47,2,1,4,9241,1,22,3,0,3,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1648,46,526,1,2,1649,2,92,3,3,1,2137,1,25,3,3,2,3,24,15,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1649,38,1380,9,2,1650,3,75,3,1,4,6319,1,12,3,0,3,3,2,2,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1650,31,140,12,1,1651,3,95,3,1,4,6984,8,23,3,1,0,3,4,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1651,34,629,27,2,1652,4,95,3,1,2,5711,2,15,4,0,3,3,3,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1652,41,1356,20,2,1653,2,70,3,1,2,21728,1,22,4,0,5,2,4,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
1653,50,328,1,3,1654,3,86,2,1,3,3425,2,15,4,1,2,2,3,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1654,53,1084,13,2,1655,4,57,4,2,1,26250,1,11,3,2,3,3,4,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1655,33,931,14,3,1656,4,72,3,1,2,4673,1,13,4,1,5,3,8,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1656,40,989,4,1,1657,4,46,3,5,3,6499,1,14,2,1,2,3,20,9,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1657,55,692,14,4,1658,3,61,4,5,2,13339,8,11,4,0,3,3,24,2,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1658,34,1069,2,1,1659,4,45,2,2,3,14074,1,17,3,0,2,2,10,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1659,51,313,3,3,1660,4,98,3,4,2,7192,3,18,3,0,6,3,7,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1660,52,699,1,4,1661,3,65,2,5,3,5678,0,14,1,1,5,3,33,11,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1661,27,894,9,3,1662,4,99,3,1,2,11781,1,16,4,0,2,2,7,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1662,35,556,23,2,1663,2,50,2,2,3,15497,3,13,1,0,1,3,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1663,43,1344,7,3,1664,4,37,4,1,4,5228,4,14,4,3,3,4,5,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1664,45,1195,2,2,1665,1,65,2,4,4,20462,9,23,4,1,1,3,20,11,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1665,37,290,21,3,1666,2,65,4,1,1,22977,1,12,1,1,3,2,8,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1666,35,138,2,3,1667,2,37,3,2,2,15986,5,11,4,0,5,3,6,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1667,42,926,21,2,1668,3,36,3,2,3,16439,2,16,2,1,5,3,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1668,38,1261,2,4,1669,4,88,3,2,3,7259,9,14,2,0,3,3,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1669,38,1084,29,3,1670,4,54,3,2,4,4185,3,18,1,1,3,1,7,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1670,27,472,1,1,1671,3,60,2,2,1,9679,5,19,3,1,1,3,2,2,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1671,49,1002,18,4,1672,4,92,3,2,4,23793,1,15,1,2,0,3,7,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1672,34,878,10,4,1673,4,43,3,1,3,5972,1,17,4,1,4,4,5,2,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1673,40,905,19,2,1674,3,99,3,2,4,16523,8,15,3,1,2,4,7,3,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1674,38,1180,29,1,1675,2,70,3,2,1,11354,7,19,2,0,2,3,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1675,29,121,27,3,1676,2,35,3,3,4,24525,1,22,4,3,3,2,10,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1676,22,1136,5,3,1677,4,60,4,1,2,12392,1,16,1,1,2,2,4,2,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1677,36,635,18,1,1678,2,73,3,1,4,7703,1,13,1,0,2,3,8,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1678,40,1151,9,5,1679,4,63,2,2,4,14242,9,14,4,1,5,1,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1679,46,644,1,4,1680,4,97,3,3,1,12368,7,16,3,1,3,3,4,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1680,32,1045,4,4,1681,4,32,1,3,4,25812,1,11,3,0,2,2,14,9,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1681,30,829,1,1,1682,3,88,2,3,3,20925,1,22,3,0,2,3,11,5,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1682,27,1242,20,3,1683,4,90,3,2,3,12916,1,14,4,0,2,3,7,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1683,51,1469,8,4,1684,2,81,2,3,2,15736,5,16,4,2,5,1,10,4,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
